Ammonia,Benzene,Alcohol,CO,Methane,CNG,LPG,Butane,Hydrogen,Smoke,Propane,AQI
35.84,0.38,1.16,12.12,7.04,6.07,6.25,0.13,0.04,197.87,4.72,183.45
6,4,8.01,18.32,4.17,0.51,0.8,4.54,1.2,15.24,3.65,58.35
29.88,2.44,8.14,1.84,5.57,5.24,3.11,1.02,0.25,195.08,9.27,188.89
41.78,0.62,5.19,16.18,1.82,1.36,8.52,7.4,4.18,23.7,1.41,98.16
25.48,2,5.37,8.2,0.49,3.83,8.46,0.75,2.88,191.92,1.02,182.5
25.7,1.36,3.74,13.39,1.25,1.18,0.63,5.08,6.62,110.28,4.92,141.54
27.67,3.56,6.26,0.02,7.55,1.76,2.64,3.19,9.05,68.02,6.86,121.36
31.87,1.09,3.46,3.98,3.95,1,7.16,9.95,5.8,187.69,3.74,209.98
21.33,3.16,5.44,0.71,6.51,5.02,4.21,2.92,7.81,33.61,3.74,76.38
45.94,0.83,7.74,7.5,7.94,6.63,0.96,8.03,5.56,87.05,4.1,147.36
8.03,2.47,7.24,12.68,7.53,4.33,6.04,0.56,8.77,87.54,6.83,130.37
2.44,0.43,1.01,15.65,8.03,3.88,9.45,5.84,0.74,128.71,7.68,137.08
18.2,3.48,0.4,5.04,3.56,6.93,9.55,7.79,2.69,35.62,5.19,85.08
41.52,4.68,5.98,12.03,7.28,6.45,2.2,8.11,9.7,190.19,1.22,222.57
18.56,4.92,2.72,4.69,8.86,4.53,3.1,3.71,3.87,48.84,2.83,87.51
13.43,0.19,6.77,18.61,7.61,3.32,3.6,2.23,8.58,119.53,1.05,131.42
10.94,4.72,0.79,1.8,5.54,2.41,2.6,5.98,0.71,129.99,1.15,121.66
24.46,3.34,7.66,1.83,8.75,4.34,6.8,7.92,9.74,48.55,2.52,129.02
46.89,4.33,4.47,10.79,6.63,8.73,6.38,4.48,8.52,38.29,5.74,141.89
0.73,2.89,9.51,0.83,6.98,5.05,3.6,7.9,9.88,74.6,2.1,109.29
12.66,0.55,0.4,4.75,1.94,9,8.17,9.88,9.42,145.25,8.84,163.26
48.74,4.59,5.89,15.86,1.29,2.22,3.47,1.46,0.53,166.31,9.96,185.13
26.15,1.78,5.5,7.39,8.54,4.09,0.98,0.86,3.34,177.14,7.39,173.06
45.94,1.48,3.92,15.78,6.08,0.05,8.25,8.87,5.23,43.71,8.47,130.28
23.45,2.62,6.58,18.17,0.92,2.98,0.39,9.16,0.05,30.59,4.15,103.1
32.9,4.06,3.64,17.73,9.84,7.15,9.62,9.72,1.48,3.57,6.21,110.62
31.69,2.42,2.95,0.28,2.64,9.82,4.36,1.55,5.85,122.39,4.34,130.61
27.16,1.91,4.49,13.08,3.68,8.08,0.55,6.81,5.47,54.02,5.39,119.25
47.84,2.43,5.99,2.16,4.12,4.21,2.61,6.81,1.88,104.6,8.35,136.61
11.6,4.79,0.44,16.89,9.77,7.94,1.97,6.51,8.22,89.11,2.39,145.84
33.88,0.64,6.26,12.43,6.97,6.3,1.11,5.57,2.92,71.37,8.54,133.43
21.56,0.54,8.39,4.95,6.15,3.86,9.58,7.02,2.08,188.72,9.77,183.05
48.46,3.19,8.38,7.79,1.03,8.01,8,7.68,8.65,38.76,2.47,129.35
2.41,4.54,8.71,19.48,9.9,9.15,3.15,5.71,4.71,71.5,8.73,121.37
38.57,1.42,5.21,19.97,3.1,9.88,1.19,1.62,7.36,83.94,6.9,138.34
6.98,1.55,8.73,8.38,7.18,1.49,8.14,7.81,4.85,106.38,5.61,128.08
39.28,3.16,1.89,11.68,4.02,5.02,8.79,2.6,1.54,138.36,8.31,172.8
32.24,1.85,1.42,8.45,6.6,2.45,2.52,8.47,9.07,176.99,1.75,201.95
12.54,0.62,6.94,3.63,8.46,9.07,8.19,8.84,4.96,20.44,6.51,80.17
14.7,0.93,6.34,3.11,8.84,1.22,3.7,6.47,0.05,3.19,5.52,38.88
29.68,1.91,1.72,16.14,5.97,0.34,5.12,1.98,8.08,83.87,5.46,141.5
11.1,0.01,8.45,10.25,6.73,8.72,3.25,1.91,9.33,1.94,9.01,53.47
23.77,0.68,1.81,15.83,8.64,2.09,8.21,3.58,6.35,76.24,3.38,132.88
22.29,0.59,1.84,7.2,7.93,2.79,5.18,6.68,4.57,90.3,5.72,118.61
10.46,2.91,2.71,8.63,6.1,8.57,0.08,1.9,1.08,57.7,5.04,75.65
46.51,1.04,6.73,7.86,0.5,5.41,9.42,5.17,9.19,155.16,1.32,212.74
0.83,1.13,8.9,19.66,9.25,0.92,6.02,9.29,9.93,9.03,3.98,84.15
17.63,4.09,6.89,16.47,0.44,7.05,1.07,9.36,4.13,42.11,8.62,120.32
16.43,1.69,9.83,9.03,6.73,7.35,7.93,6.1,0.08,123.65,4.57,164.24
26.75,1.03,4.26,18.89,2.06,5.22,9.1,4.57,9.05,26.32,1.74,102.35
36.29,2.17,5.76,1.48,3.61,5.06,6.11,8.86,1.15,58.87,9.71,102.92
32.49,2.94,2.92,5.98,4.39,8.26,5.92,4.37,8.15,95.24,9.92,151.05
4.93,4.76,0.4,6.07,5.85,1.34,3.94,8.25,4.1,45.67,8.37,93.77
13.76,1.45,7.25,1.58,9.19,3.81,2.07,2.23,8.81,72.02,1,87
46.54,4.85,8.8,9.86,7.87,7.99,1.61,7.69,0.45,180.79,3.3,215.09
28.87,3.52,0.64,14.58,4.65,2.08,6.14,9.17,6.39,132.05,7.43,171.41
23.12,4.42,9.39,16.76,2.47,7,6.39,7.35,4.47,48.51,5.87,99.97
33.4,2.41,7.89,9.74,2.18,6.26,7.17,5.48,3.98,151.66,1.57,175.65
43.57,3.8,0.72,10.53,8.07,2.14,6.17,3.45,2.07,149.97,4.17,176.42
33.32,2.97,9.84,17.08,5.14,4.44,7.71,1.99,5.14,134.79,6.2,172.9
34.52,4.29,6.46,16.17,4.61,2.48,4.19,3.52,8.77,63.49,6.31,128.77
29.36,1.3,2.45,0.6,0.27,2.06,0.58,1.61,6.03,64.02,1.39,73.13
9.35,1.55,1.16,4.52,2.71,6.27,5.33,1.91,5.47,21.4,0.18,52.49
43.54,2.82,5.14,11.64,1.89,5.13,2.8,2.13,2.17,179.61,3.47,194.25
49.28,4.24,3.24,15.12,3.02,2.13,3.41,3.14,9.77,172.88,3.8,228.13
30.32,2.2,7.94,18.17,5.85,5.23,0.5,4.77,1.38,112.76,5.59,138.88
47.12,4.19,3.17,16.17,2.69,9.96,8.5,3.85,2.56,69.85,7.31,161.06
3.69,4.37,5.21,17.16,5.18,1.91,6.62,3.37,3.57,72.94,0.36,127.25
10.73,4.33,8.41,2,7.98,10,2.13,5.64,4.37,199.3,3.12,189.96
13.17,4.78,2.12,16.24,1.79,6.98,7.87,7.1,0.7,87.83,0.55,130.42
9.43,1.03,9.45,2.38,1.7,4.1,7.98,3.53,3.7,90.44,8.57,106.27
22.94,0.12,1.09,2.13,9.38,8.27,8.17,5.66,9.78,146.78,8.12,172.48
37.44,3.32,7.52,0.39,0.27,4.95,9.53,1.95,6.91,22.13,5.75,88.47
13.73,1.72,6.98,10.4,5.38,8.81,2.16,5.74,0.16,92.65,7.25,132.42
43.88,0.02,5.77,1.34,1.15,9.77,5.83,4.26,2.28,148.27,5.31,174.93
37.24,1.11,6.93,1.21,3.64,7.22,2.32,5.13,1.72,27.8,8.45,81.99
5.75,4.84,5.01,9.21,2.65,6.83,7.2,6.39,9.05,168.57,2.38,171.5
38.44,1.52,7.56,10.56,9.93,8.82,8.55,7.69,7.85,1.34,1.13,114.58
12.78,3.33,1.07,4.15,7.3,4.73,6.31,0.05,3.29,149.26,0.13,146.7
5.19,1.52,9.6,4.46,1.93,0.67,2.29,9.01,4.52,126.65,8.64,113.17
26.85,1.12,6.58,17.72,8.76,2.72,1.15,3.11,1.72,97.56,7.52,136.58
46.49,4.38,1.77,11.52,7.67,0.48,1.21,3.51,4.4,52.44,6.18,119.42
47.38,3.83,1.36,8.14,1.36,0.7,7.44,0.17,8.34,171.57,3.21,201.31
28.58,1.09,1.46,17.21,3.99,6.78,0.45,4.11,1.6,62.65,7.97,114.99
9.01,2.15,0.09,8.97,2.68,1.89,0.68,5.81,7.01,178.91,0.06,161.84
25.43,2.78,9.82,1.23,7.91,3.08,3.49,5.35,9.55,72.29,3.78,117.28
1.26,1.2,0.53,2.79,3.21,0.36,8.97,4.6,9.43,59.61,9.07,83.7
23.01,1,3.9,17.59,9.65,9.47,6.33,6.77,9.71,40.62,2.11,128.68
40.89,1.05,3.59,9.96,5.03,5.94,2.29,9.5,3.96,25.42,3.45,95.14
31.24,3.24,4.88,5.26,3.79,8.73,8.74,2.93,6.38,199.49,9.55,213.83
17.21,2.34,3.43,19.3,2.31,3.64,9.89,0.95,8.94,178.83,8.13,191.77
24.76,1.37,2.3,1.36,8.21,6.59,3.13,3.57,9.81,103.37,9.53,119.27
39.01,0.1,2.03,17.16,6.8,5.07,9.82,7.98,4.32,65.71,3.18,143.48
29.77,1.87,9.29,5.12,6.2,4.84,7.45,4.38,3.91,168.83,0.63,179.25
5.29,3.9,8.02,8.69,7.83,7.87,8.02,6.36,2.72,195.63,2.19,190.68
13.39,4.5,4.93,16.57,5.95,4.31,2.66,8.8,3.04,112.18,8.23,131.29
2.22,3.85,4.1,2.98,9.37,5.4,0.84,4.31,8.16,182.7,2.95,168.37
40.79,2.84,9.48,13.9,5.87,0.97,4.52,8.37,4.86,85.23,3.3,162.36
42.25,1.74,3.32,18.77,0.52,8.85,2.18,2.64,7.32,73.08,1.41,127.41
27.76,4.88,8.09,16.83,0.3,2.38,5.7,0.76,9.31,147.22,5.66,174.24
47.52,3.81,0.7,11.84,9.36,2.52,4.38,6.66,4.74,193.18,9.66,240.84
42.61,2.81,7.07,19.06,8.89,9.53,1.93,6,3.18,168.81,9.22,213.76
17.63,0.5,6.46,1.97,4.19,4.24,7.57,6.92,6.62,6.6,0.16,51.9
20.77,2.45,7.79,12.93,5.99,5.35,6.9,8.33,8.38,179.59,7.81,203.74
26.96,3.61,7.09,16.3,7.21,7.62,7.28,1.52,5.52,196.95,3.81,217.28
10.8,4.48,0.86,11.27,2.57,6.09,8.98,2.91,1.32,25.32,4.83,74.89
30.43,2.09,7.01,18.6,9.54,1.14,6.52,5.89,5.17,139.98,4.13,200.58
43.19,1.17,6.49,8.04,5.21,1.59,2.97,6.47,4.1,55.52,6.86,109.15
41.82,1.64,2.13,2.58,1.21,6.86,7.13,9.19,6.04,64.33,5.37,121.12
15.44,1.94,1.26,6.18,3.91,5.49,2.44,2.63,6.54,174.09,6.18,178.99
41.15,2.24,5.85,12.11,8.52,8,2.9,2.78,1.98,10.58,9.24,89.54
24.46,1.92,1.93,4.1,1.14,2.93,2.9,3.99,2.58,103.98,2.86,121.67
16.1,3.01,4.32,8.45,3.43,3.68,9.32,1.86,9.04,103.56,9.71,136.38
7.59,1.25,8.17,11.1,3.64,4.22,7.31,1.4,9.59,92.25,5.42,129.14
35.67,1.14,1.44,9.8,3.08,9.61,7.5,4.42,1.13,9.54,2.15,80.3
38,4.56,4.55,15.51,2.01,7.86,6.4,9.2,6.02,35.91,3.36,133.15
29.25,4.3,5.91,14.57,0.41,3.64,1.64,6.68,0.89,71.19,2.14,135.64
5.78,1.07,3.51,19.35,0.73,9.85,0.94,7.41,7.59,11.91,2.44,85.59
33.72,2.61,3.96,8.13,4.91,8.21,4.99,5.42,1.16,83.98,3.5,129.13
18.46,0.92,6.93,6.78,6.18,7.06,7.47,0.9,2.2,112.46,2.22,135.33
21.38,0.79,8.68,7.66,0.99,9.66,8.62,7.36,8.44,181.11,2.52,200.12
22.98,0.64,1.88,10.38,1.92,5.82,8.9,2.55,1.75,155.54,1.36,153.98
26.54,4.18,9.68,7.84,4.48,6.52,5.1,9.19,6.93,28.31,4.32,115.33
41.63,0.21,0.89,9.01,8.18,9.18,2.73,8.89,6.31,179.25,1.77,183.72
21.14,3.94,4.29,12.6,7.92,4.96,3.99,0.86,4.38,188.75,3.61,173.98
32.22,4.83,6.05,5.14,7.58,7.63,7.46,5.81,2.19,90.07,7.06,146.68
15.84,2.78,0.05,14.67,8.98,0.23,6.11,9.31,5.27,93.67,2.77,123.47
25.65,4.45,0.85,17.97,2.57,1,2.04,5.32,7.48,190.75,9.12,196.1
2.36,3.97,2.08,15.91,5.15,3.41,4.21,0.89,0.73,107.32,6.03,113.2
18.28,0.95,3.57,1.48,7.75,8.11,9.36,8.74,6.22,134.75,9.79,172.62
26.27,0.43,2.87,12.21,9.65,9.63,2.48,1.7,8.95,12.81,1.38,86.76
0.21,2.34,0.63,18.85,9.36,5.46,3.46,2.01,5.18,114.01,0.08,133.59
34.15,1.66,6.27,2.09,5.24,4.48,9.58,9.2,0.63,135.45,0.68,150.9
29.68,2.24,7.44,13.21,5.7,5.04,7.96,1.19,6.43,69.18,0.08,130.17
30.5,2.28,3.08,12.05,3.95,8.38,0.09,2.38,2.87,17.51,4,80.59
19.39,1.34,2.52,10.99,7.23,8.54,1.59,1.22,8,186.55,0.63,182.78
19.13,4.05,1,5.97,6.9,1.79,7.82,6.82,5.25,26.13,5.11,101.7
4.74,0.79,3.14,16.78,7.54,0.67,9.11,8.88,8.34,176.61,6.16,192.99
28.98,1.65,4.55,19.82,4.61,6.97,7.03,1.63,6.92,49.35,3.52,120.18
26.76,2.09,9.62,18.57,1.3,2.11,9.75,7.03,1.41,11.28,7.31,91.04
6.12,3.52,2.14,17.12,1.64,9.96,8.74,9.98,3.45,12.02,1.64,82.87
27.09,0.52,2.76,2.36,6.7,1.91,4.04,5.41,3.56,106.54,5.44,121.6
41.48,4.86,4.21,10.04,7.17,6.02,1.16,0.25,2.89,53.7,4.22,111.93
31.04,4.79,5.16,16.68,3.69,5.42,2.03,9.19,8.53,152.23,9.93,193.73
17.59,1.43,7.05,7.25,6.17,8.78,1.08,2.48,1.79,122.46,1.98,139.37
38.1,1.88,7.47,11.64,4,7.41,2.63,1.51,0.05,148.29,3.98,165.08
3.34,2.08,2.87,7.91,0.29,0.79,4.35,0.65,8.97,150.36,1.25,130.33
48.18,1.28,2.82,14.28,3.35,3.57,9.02,2.09,4.02,161.11,6.22,196.58
28.79,1.79,4,12.93,0.57,5.22,7.56,4.41,0.68,157.13,8.56,170.35
44.42,2.53,1.8,7.78,2.4,7.86,6.33,1.33,6.15,41.75,1.18,104.25
23.74,4.91,4.27,12.91,6.32,0.86,8.26,3.8,7.53,144.56,0.27,182.3
43.35,1.3,2.68,11.65,7.9,9.17,5.34,8.51,5.14,50.81,1.67,127.05
46.97,4.91,6.17,16.44,2.64,2.56,4.6,8.22,6.21,177.28,1.86,210.66
27.39,3,5.46,11.21,4.88,4.46,3.54,0.36,7.72,35.36,2.58,98.31
6.36,2.46,6.47,18.78,0.9,5.88,5.06,7.15,8.22,162.98,6.69,168.42
37.83,1.63,9.07,0.44,2.91,5.3,5.81,0.93,8.54,139.13,9.43,151.55
27.67,4.07,1.01,14.44,2.43,5.53,2.81,2.92,0.57,20.47,1.27,81.01
31.56,2.32,3.41,10.31,3.54,6.46,6.25,1.11,0.62,173.37,7.15,172.67
21.99,1.59,0,18.4,9.02,4.63,0.64,8.98,4.07,13.92,3.48,82.55
39.04,1.9,2.56,14.91,2.1,3.57,4.66,0.45,1.02,65.96,7.05,133.85
3.49,0.14,5.67,10.94,9.04,0.03,6.19,5.81,7.84,148.11,2.75,162.79
41.34,4.41,9.42,1.37,3.21,4.94,8.61,5.72,8.62,180.66,9.94,227.65
42.05,0.04,9.77,2.27,5.93,1.5,0.98,1.92,1.84,63.08,5.65,91.84
46.63,1.16,3.27,5.5,9.4,7.52,5.84,4.15,9.48,41.07,8.8,124.01
4.19,0.44,8.94,4.4,6.62,6.28,3.95,7.23,8.26,94.18,0.53,111.16
0.99,4.92,2.88,17.42,6.07,1.99,7.32,2.34,1.52,131.06,2.79,147.74
24.46,4.97,0.39,4.48,7.16,9.44,9.74,8.88,0.41,113.83,3,160.39
27.58,3.34,3.03,8.26,7.37,0.04,8.29,2.42,3.05,78.92,1.98,124.26
10.49,0.16,1.56,14.97,2.14,4.35,9.84,6.98,2.07,82.63,7.75,121.19
4.37,1.22,1.97,19.73,5.62,6.38,6.84,9.16,3.15,191.68,0.46,203.01
38.45,3.12,0.26,2.73,9.77,9.68,2.84,9.98,1.4,177.32,2.96,185.08
24.73,1.9,3.16,7.95,1.99,8.56,0.37,1.82,7.47,176.17,4.74,164.21
45.36,0.67,4.06,3.51,3.89,4.36,5.8,9,0.38,52.03,2.11,111.72
36.3,2.43,2.29,10.43,7.17,0,2.28,4.18,2.17,74.32,7.67,128.83
48.31,2.16,0.21,2.81,8.38,6.97,2.19,3.72,0.32,103.9,1.83,143.43
35.54,1.93,5.21,6.18,9.36,4.28,7.59,3.98,7.68,15.84,7.12,88.49
24.73,2.47,0.69,17.19,4.24,1.38,5.41,0.17,7.8,9.49,2.35,90.63
0.3,2.28,6.26,0.72,6.2,3.07,9.26,7.89,9.86,157.11,4.96,181.13
49.03,0.87,2.18,12.27,0.31,0.8,3.34,1.37,7.56,15.12,2.12,107.82
36.37,4.65,6.9,19.56,4.76,6.22,7.77,8.34,0.87,71.38,7.98,150.25
11.96,3.18,3.12,13.57,7.63,8.91,8.94,9.38,7.19,165.44,5.89,197.9
7.85,1.55,4.74,8.49,8.02,9.56,0.69,8.1,0.62,45.08,3.1,70.32
49.81,3.81,0.93,19.76,3.66,0.44,9.76,5.43,2.76,78.62,3.26,147.15
23.96,3.98,4.58,7.26,4.18,4.74,3.77,1.22,3.05,97.87,4.95,137.79
12.42,2.2,5.21,2.06,4.19,7.34,3.92,7.86,8.99,190.65,2.42,184.63
18.5,4.67,9.12,1.16,0.32,3.58,6.87,5.73,5.71,95.35,4.41,130.52
24.62,0.48,1.42,7.07,3.08,1.21,8.2,2.34,0.66,106.19,1.14,114.17
9.55,1.1,3.81,0.92,1.75,5.55,9.3,9.38,2.83,118,4.66,141.91
14.8,3.69,7.88,12.49,0.72,1.06,2.62,9.98,7.08,10.3,5.56,76.34
22.39,3.34,0.13,6.53,4.94,2.99,8.21,1.95,0.58,34.5,7.64,107.77
3.26,3.25,6.91,0,7.49,9.3,1.79,9.79,4.95,177.87,4.86,185.09
18.69,2.76,6.78,10.5,0.09,5.88,5.27,2.54,2.12,11.52,7.31,64.22
27.2,2.53,0.94,18.51,4.85,1.95,3.86,3.78,3.9,113.3,3.83,156.75
11.32,2.16,5.41,14.24,7.11,8.82,4.83,2.32,0.96,125.43,4.4,137.47
42.19,0.69,6.61,0.07,8.77,1.63,4.76,8.47,3.87,139.02,9.27,191.98
32.89,0.94,2.41,16.3,7.78,2.53,6.11,7.6,1.33,129.29,4.07,161.89
41.79,3.87,6.26,11.46,7.87,7.73,7.46,3.56,1.09,58.62,3.59,140.1
25.03,3.17,3.22,19.22,6.91,8.11,3.1,8.83,2.61,110.33,5.25,169.99
17.38,2.53,7.18,2.43,3.41,6.74,6.41,1.8,5.35,152.45,9.26,151.01
39.3,3.78,0.69,14.31,3.3,1.49,6.26,4.77,5.72,52.75,1.57,124.49
15.42,0.22,2.91,2,5.14,7.06,7.59,2.28,2.25,169.23,5.06,148.08
32.32,3.59,7.19,19.61,2.04,5.56,6.09,5.11,1.86,139.44,2.55,186.21
41.2,0.33,0.83,11.84,8.61,1.89,4.47,4.52,4,106.08,3.48,148.55
34.02,3.67,3.06,3.34,4.75,9.08,9.47,8.69,1.82,182.97,3.49,202.92
34.55,3.82,3.33,8.04,2.55,7.26,7.48,5.31,7.46,74.65,8.46,135.93
15.9,3.18,6.63,9.58,6.11,4.27,1.86,1.57,8.3,174.61,9.01,174.97
11.73,4.32,9.96,16.62,7.29,3.43,9.75,2.72,0.42,114.26,5.01,149.21
29.06,1.61,5.32,9.56,4.28,5.41,9.36,2.74,3.35,10.51,7.34,83.09
20.82,1,7.13,7.7,1.99,8.82,8.81,2,1.84,12.75,4.25,90.34
12.24,2.5,9.71,6.4,5.61,1.58,0.31,7.63,8.43,89.05,2.83,111.51
37.93,2.03,3.42,16.15,9.93,9.27,4.28,8.38,6.35,154.22,9.94,195.84
48.13,3.92,5.32,17.15,3.04,8.82,8.58,4.45,2.71,180.33,2.68,227.88
13.38,1.11,9.25,4.69,0.82,1.5,5.74,4.71,0.03,24.33,5.73,61.45
16.97,4.39,8.24,8.04,5.46,4.29,8.75,2.3,5.47,180.85,7.37,190.57
31.82,4.55,5.33,0.11,1.49,2.03,7.89,2.95,1.16,25.74,8.62,73.72
47.56,2.69,6.44,19.91,8.54,2.18,7.37,3.61,3.77,132.16,7.23,178.13
33.24,4.04,4.18,5.28,6.12,3.43,7.74,6.62,3.19,86.64,2.44,129.4
35.47,1.69,0.71,0.6,0.34,2.05,5.52,1.24,2.05,49.64,5.81,86.19
40.84,4.67,5.88,15.66,2.32,3.01,2.52,6.32,6.27,170.66,1,210.57
14.09,0.82,2.76,14.8,9.84,0.69,1.88,9.95,6.89,154.15,1.17,166.32
8.8,0.74,1.26,7.45,0.57,1.93,4.12,2.44,5.24,66.15,1.27,79.99
49.34,0.99,3.45,2.61,5.07,2.31,4.19,3.83,5.94,11.39,6.59,88.63
46.43,3.46,7.5,16.45,4.81,7.06,9.22,4.34,1.63,65.65,4.21,147.94
38.59,0.57,2.61,14.41,4.78,8.15,8.82,5.2,8.9,173.5,8.87,218.7
13.75,4.23,1.38,4.92,5.35,4.73,2.67,0.22,7.17,114.3,0.69,117.37
2.62,0.82,3.89,5.08,7.84,1.1,3.86,2.51,8.03,193.46,9.55,169.15
23.5,0.71,4.72,16.29,1.37,4.36,1.38,9.82,5.05,175.29,2.45,187.81
24.83,1.75,0.39,10.86,4.61,3.9,7.51,8.48,2,10.88,1.39,72.33
22.27,3.6,3.32,3.34,1.94,6.65,5.58,1.39,1.8,163.58,2.57,149.27
41.41,2.44,1.18,4.77,3.56,2.99,7.28,9.09,6.2,25.51,6,96.29
11.33,2.15,1.96,3.23,2.78,8.14,9.52,7.11,6.32,69.88,7.73,99.59
31.53,0.02,0.95,13.09,8.98,1.46,6.7,3.53,6.85,93.07,9.97,131.3
9.51,0.47,8.43,7.27,6.66,1.31,0.23,4.34,5.13,132.88,6.24,125.26
11.75,4.3,7.45,3.03,9.14,9.22,2.86,7.76,1.9,127.8,0.51,126.58
49.14,1.01,0.34,10.54,8.46,9.53,8.6,1.49,6.92,54.11,6.95,124.89
36.7,1.5,0.69,8.25,6.9,9.24,2,5.22,5.88,76.82,5.04,122.87
10.94,4.73,9.03,6.63,1.11,1.8,0.02,0.23,9.85,177.18,3.34,166.12
41.13,3.68,3.16,19.31,5.47,5.18,5.93,5.82,6.14,56.94,0.94,147.53
49.31,0.3,3.57,13.62,2.84,7.76,7.77,8.5,3.29,148.17,3.1,198.34
12.03,1.28,4.12,18.05,5.62,2.17,5.05,4.87,3.28,198.29,4.27,192.65
15.22,3.65,2.51,18.77,5.66,7.21,1.33,8.34,7,80.91,5.77,148.45
37.71,3.37,4.48,0.32,0.4,5.09,1,4.35,5.49,101.41,4.21,121.76
8.14,1.8,2.5,9.75,6.26,5.94,3.5,8.92,5.46,19.89,7.85,103.81
41.69,0.75,3.48,7.19,6.4,3.42,0.61,8.6,0.39,161.96,3.05,167.78
30.44,0.8,7.89,19.88,3.37,1.67,0.53,4.57,9.85,113.42,9.96,165.69
11.78,2.16,3.84,16.47,1.34,2.71,8.24,3.8,2.66,155.3,3.7,166.42
42.29,1.32,4.77,1.75,6.15,9.59,6.79,8.58,1.15,173.73,8.85,180.77
39.63,3.24,1.22,2.92,8.73,3.22,7.79,2.5,9.42,170.24,5.39,180.16
5.69,3.84,9.2,15.14,0.35,9.8,4.12,3.46,2.42,45.79,8.28,98.1
49.12,2.57,6.29,5.45,0.36,2.03,5.95,8.39,3.11,13.85,7.53,110.89
44.57,4.2,6.77,12.16,0.75,8.96,7.61,5.15,3.56,55.67,5.14,135.58
49.64,4.21,2.65,7.09,7.74,2.29,9.32,9.5,7.94,82.26,3.97,164.53
47.67,4.2,1.28,11.06,3.71,0.75,5.86,3.55,7.8,169.71,0.3,188.41
13.13,0.04,6.86,16.51,2.15,3.1,5.18,8.03,4.97,19.8,5.28,85.15
41.08,3.61,8.31,19.9,5.06,2.1,7.88,2.04,3.67,85.63,1.39,146.85
44.96,2.45,7.58,6.95,0.89,3.01,5.8,3.53,3.4,175.43,1.28,185.65
34.62,0.71,4.9,19.66,0.95,9.2,7.47,0.92,1.41,48.86,4.24,98.73
3.9,4.97,6.48,5.98,3.03,6.62,3.91,6.33,7.94,151.62,9.89,180.38
44.64,4.99,0.27,15.57,0.55,6.26,5.1,2.82,7.08,17.43,1.46,107.7
9.07,0.87,5.05,2.69,4.35,1.67,3.08,1.02,9.25,17.75,1.98,68.84
19.26,1.56,3.14,19.07,0.12,9.59,0.87,9.59,8.59,187.93,0.16,204.78
45.43,0.08,7.77,2.79,9.98,1.55,3.28,8.6,2.93,80.92,1.15,112.48
10.99,3.85,8.81,12.25,0.1,3.39,4.56,0.32,2.1,110.37,9.51,129.63
30.39,2.79,4.19,6.57,1.48,1.81,9.07,6.53,2.34,21.04,2.58,85.01
42.37,0.45,2.07,9.7,6.07,1.11,4.81,0.77,6.32,62.32,2.59,91.63
19.75,1.38,6.98,14.74,3.22,9.52,0.89,0.78,2.78,67.57,5.31,109.2
34.96,2.22,0.06,16.01,9.52,3.92,6.83,1.66,1.32,170.07,8.62,193.95
11.81,0.26,5.33,6.44,5.7,3.91,5.23,6.14,1.41,73.35,0.68,89.93
7.55,4.46,7.16,19.71,5.4,5.9,4.49,4.02,5.51,36.57,1.43,103.7
13.93,0.63,1.48,0.83,5.55,4.28,7.12,3.47,8.74,147.7,5.58,130.44
23.74,0.69,5.37,18.16,0.31,3.37,0.93,9.21,3.19,174.47,9.74,178.95
22.06,2.78,3.06,13.24,0.81,6.62,3.7,1.53,9.9,127.81,3.58,140.76
28.43,1.42,8.63,12.31,5.19,9.5,1.49,1.8,7.08,153.42,4.23,199.31
38.56,0.56,1.27,7.87,6.54,5.73,8.68,1.56,1.43,85.99,4.83,129.49
27.03,1.8,6.01,18.9,8.93,4.61,2.93,0.37,5.49,110.41,1.66,142.09
46.21,3.09,8.48,1.34,6.19,1.21,7.67,0.98,8.12,50.06,7.36,124.83
17.08,0.71,0.64,1.84,8.94,9.91,0.19,5.4,8.72,23.41,3.03,89.85
16.32,2.21,2.8,13.54,0.62,2.5,6.39,3.66,3.06,21.81,3.53,78.38
47.95,0.02,5.39,3.97,2.16,8.85,0.74,9.45,1.07,169.93,6.98,182.86
19.77,4.63,6.29,18.17,8.07,8.86,6.94,4.09,9.08,60.42,1.68,129.76
9.06,4.72,2.36,17.13,4.4,4.54,7.72,2.89,2.2,76.06,7.13,108.84
11.42,3.76,7.7,12.57,4.69,3.11,3.24,9.06,7.18,38.07,8.46,107.12
40.54,1,4.56,13.35,2.95,8.84,6.76,9.27,3.55,25.85,2.36,109.77
1.98,1.83,8.71,18.25,4.72,9.93,6.42,5.07,2.79,152.62,8.68,182.15
23.92,0.71,4.19,5.15,7.65,9.6,9.53,1.98,0.09,4.47,5.96,64.3
24.45,2.77,7.77,13.81,3.77,8.59,0.11,7.65,0.79,101.6,8.05,135.75
1.88,2.81,2.94,16.23,5.24,9.61,7.43,9.78,6.83,77.58,6.11,135.75
19.64,4.97,1.95,18.6,4.01,1.35,7.46,6.34,2.62,47.58,5.09,125.38
1.18,4.08,4.35,1.38,2.83,4.6,8.64,9.6,8.57,152.25,3.82,160.32
5.82,1.22,0.83,10.04,3.81,0.55,6.57,5.5,7.93,62.92,0.96,100.83
34.95,4.98,4.71,10.53,8.72,2.3,9.86,7.88,7.18,6.33,7.85,142.56
24.98,4.99,1.36,14.01,1.04,3.52,4.62,0.99,9.47,157.29,5.26,168.16
